MMS ID,Main title,Subject,Place of publication,Date 1,Language original,ie_folders
996985330101488,Tent work in Palestine. A record of discovery and adventure,"UDC 910.4 <33> ""18"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--19e eeuw. Periode 1800-1899",London,1885,,IE63426094
997203890101488,"Excursion en Syrie, en Palestine et en Egypte","UDC 910.4 <33> ""18"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--19e eeuw. Periode 1800-1899",Tours,1874,,IE63408657
997451720101488,"Excursions en Afrique, d'après les récits des missionnaires",KUL #SJ/LH/(6);UDC 266 <09> <093> Missiegeschiedenis--(algemeen)--Historische bronnen;UDC 266 <6> Missies. Evangelisatie. Zending--Afrika;UDC 910.4 <6> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Afrika,Tournai,1879,,IE63370237
997515370101488,"Itinéraires de la Terre Sainte des XIIIe, XIVe, XVe, XVIe et XVIIe siècle","UDC 910.4 <33> ""10/14"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--?""10/14""",Bruxelles,1847,,IE63354958
997972720101488,"Biblical researches in Palestine, mount Sinaï and Arabia Petræa.","UDC 910.4 <33> ""18"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--19e eeuw. Periode 1800-1899",Boston,1841,,IE63465537
998076370101488,"Reisen durch Syrien, Palästina, Phönicien, die Transjordan-Länder, Arabia Petraea und Unter-Aegypten","UDC 910.4 <33> ""18"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--19e eeuw. Periode 1800-1899",Berlin,1854,,IE63457644|IE63460617
998084070101488,Gli illustri viaggiatori italiani,UDC 910.4 <45> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Italië;UDC 094:910.4 Oude en merkwaardige drukken. Kostbare en zeldzame boeken. Preciosa en rariora-:-Ontdekkingsreizen. Reizen. Expedities. Reisverhalen,Roma,1885,,IE63497134
998173410101488,Bethléem,"UDC 910.4 <33> ""18"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--19e eeuw. Periode 1800-1899;KADOC C1 Kerken en religie;KADOC Jezuïeten - Belgische provincie (1814-1935);KADOC reizen",Tournai,1858,,IE63489411
998214700101488,Tierra de promision y el monte Carmelo ó sea guia ilustrada del viajero por los santos lugares de Palestina,"UDC 910.4 <33> ""18"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--19e eeuw. Periode 1800-1899",Tarragona,1867,,IE63526657
998217890101488,"Die Deutschen im Heiligen Lande : chronologische Verzeichniss derjenigen Deutschen, welche als Jerusalempilger und Kreuzfahrer sicher nachzuweisen oder wahrscheinlich anzusehen sind (c. 650-1291)","UDC 910.4 <33> ""10/14"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--?""10/14""",Innsbrück,1894,,IE63446857
998227350101488,"Bible places; or, the topography of the Holy Land",UDC 910.4 <33> Reisverhalen: Palestina; Heilig Land,London,1875,,IE63540558
998252430101488,Palästina oder historisch-geographische Beschreibung des jüdischen Landes zur zeil Jesu,"UDC 910.4 <33> ""16"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--17e eeuw. Periode 1600-1699",Reutlingen,1832,,IE63419202
998256950101488,La Palestine,"UDC 910.4 <33> ""18"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--19e eeuw. Periode 1800-1899",Paris,1883,,IE63535787
998279620101488,Viaggi in Terra santa di Lionardo Frescobaldi e d'altri del secolo XIV.,"UDC 910.4 <33> ""10/14"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--?""10/14""",Firenze,1862,,IE63550934
9910946660101488,"A pilgrimage to the holy land; comprising recollections, sketches and reflections, made during a tour in the East in 1832-1833","UDC 910.4 <33> ""18"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--19e eeuw. Periode 1800-1899",London,1837,,IE63543337
9911559500101488,"La Terre-Sainte et les lieux illustrés par les apôtres. Vues pittoresques d'après Turner, Harding et autres célèbres artistes. ... Histoire, description, moeurs actuelles.",UDC 910.4 <33> Reisverhalen: Palestina; Heilig Land,Paris,1847,,IE63522242
9911830350101488,Die Deutsche Pilgerfahrt zum Heiligen Lande im Frühjahr 1893,"UDC 910.4 <33> ""18"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--19e eeuw. Periode 1800-1899",Aachen,1893,,IE63546677
9912695780101488,"La morale en action des noirs ou exemples de vertus et beaux traits de fidélité, de courage, de générosité et de bienfaisance donnés par des noirs ; recueillis dans les voyages de missionnaires et les voyageurs anciens et modernes [...]",KUL #SJ/LH/(6);UDC 392 <6> Zeden en gebruiken in het particuliere leven--Afrika;UDC 910.4 <6> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Afrika,Bruxelles,1844,,IE63567577
9913416190101488,Voyage en Orient,"UDC 910.4 <33> ""18"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--19e eeuw. Periode 1800-1899",Limoges,1842,,IE63520937
9914114100101488,Pèlerinage à Rome en 1869 ou notes sur l'Italie,"UDC 910.4 <33> ""18"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--19e eeuw. Periode 1800-1899",Tours,1882,,IE63427817
9914432380101488,Voyage en Terre sainte,"UDC 910.4 <33> ""18"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--19e eeuw. Periode 1800-1899",Paris,1872,,IE63462266|IE63544850
9915085280101488,Jerusalem,"UDC 910.4 <33> ""18"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--19e eeuw. Periode 1800-1899",Paris,1895,,IE63344042
9915873870101488,"Reizen van Cornelis de Bruyn, door de vermaardste deelen van Klein Asia, de eylanden Scio, Rhodus, Cyprus, Metelino, Stanchio, &c., mitsgaders de voornaamste steden van Aegypten, Syrien en Palestina.",KUL #SJ/LH/(09);UDC 910.4 <5-011> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Nabije-Oosten. Midden-Oosten,Delft,1698,dut,IE61005397|IE61008317
9916115460101488,"Mémoires et voyages ou Lettres écrites à diverses époques, pendant des courses en Suisse et en Calabre,","KUL #SJ/LH/(09);UDC 910.4 <44 CALABRIA> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Frankrijk--CALABRIA;UDC 910.4 <494> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Zwitserland;STCV Geschiedenis--Frankrijk--Oude drukken;STCV Geschiedenis--Duitsland, Midden-Europa--Oude drukken",Louvain,1830,,IE63506240
9916387130101488,"Lettres de H. M. Stanley racontant ses voyages, ses aventures et ses découvertes à travers l'Afrique équatoriale (novembre 1874 - septembre 1877)",UDC 910.4 <67> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Equatoriaal en Centraal Afrikaanse Staten. Centraal-Afrika. Midden-Afrika,Paris,1878,,IE63350028
9916998140101488,Itinéraire instructif de Rome à Naples et à ses environs tiré de celui de feu M. Vasi et de la Sicile tiré de celui de M. de Karaczay revus et corrigés d'après l'état actuel des monumens,"UDC 910.4 <45> ""17"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Italië--18e eeuw. Periode 1700-1799",Rome,1826,,IE63552857
9917153230101488,Souvenirs d'un voyage en Terre Sainte,"UDC 910.4 <33> ""18"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--19e eeuw. Periode 1800-1899",Paris,1866,,IE63445220
9917518970101488,Augustin Freiherr von Meyerberg und seine Reise nach Russland.,"UDC 910.4 <47> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Rusland. Sovjet-Unie;STCV Aardrijkskunde, cartografie, demografie--Oude drukken;STCV Geschiedenis--Oost-Europa--Oude drukken",St. Petersburg,1827,,IE63409250
9917521950101488,Journal de voyage d'un touriste dans le Midi de la France et en Italie.,UDC 910.4 <44> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Frankrijk;UDC 910.4 <45> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Italië,Paris,1853,,IE63499417
9917541260101488,Reise durch Russland und die Tartarei in den Jahren 1800-1801,"UDC 910.4 <47> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Rusland. Sovjet-Unie;STCV Aardrijkskunde, cartografie, demografie--Oude drukken;STCV Geschiedenis--Oost-Europa--Oude drukken",Weimar,1817,eng,IE63554802
9917558400101488,Impressions d'un pélérin de Terre-sainte au printemps de 1855,"UDC 910.4 <33> ""18"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--19e eeuw. Periode 1800-1899",Tours,1885,,IE63420377
9917558570101488,Voyage à Rome,UDC 910.4 <45 ROMA> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Italië--ROMA,Fives,1890,,IE63547294
9918853100101488,Round Africa ; being some account of the peoples and places of the Dark Continent,UDC 910.4 <6> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Afrika;KUL #SJ/LH/(6),London,1880,,IE60697779
9918892950101488,De Paris en Egypte,UDC 910.4 <620> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Egypte,Paris,1874,,IE63483150
9918898050101488,"Reizen in Opper- en Neder-Egypten, geduurende de veldtogten van den generaal Buonaparte.",KUL #SJ/LH/(6);UDC 910.4 <620> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Egypte,In Den Haage,1803,fre,IE60969037|IE60971117
9919259150101488,Livingstone and the exploration of Central Africa,UDC 910.4 <67> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Equatoriaal en Centraal Afrikaanse Staten. Centraal-Afrika. Midden-Afrika;UDC 967 Geschiedenis van Centraal en Equatoriaal Afrika;UDC 916.7 Aardrijkskunde van de Equatoriaal en Centraal Afrikaanse Staten;KUL #SJ/LH/(6),London,1891,,IE63515334
9919350920101488,Au coeur de l'Afrique (1868-1871),UDC 910.4 <67> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Equatoriaal en Centraal Afrikaanse Staten. Centraal-Afrika. Midden-Afrika;KUL #SJ/LH/(6),Paris,1880,,IE63518590
9919472690101488,Herr Stanley und das Kongo-Unternehmen,UDC 967 Geschiedenis van Centraal en Equatoriaal Afrika;UDC 910.4 <675> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Zaïre. Belgisch Kongo;KUL #SJ/LH/(6),Leipzig,1885,,IE63379337
9919929890101488,Voyage d'Horace Vernet en Orient,KUL #SJ/LH/(09);UDC 910.4 <5-011> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Nabije-Oosten. Midden-Oosten;UDC 910.4 Ontdekkingsreizen. Reizen. Expedities. Reisverhalen,Bruxelles,1844,,IE63535066|IE63538116
9920358580101488,"Voyage dans la Russie méridionale, et particulièrement dans les provinces situées audelà du Caucase, fait depuis 1820 jusqu'en 1824","UDC 910.4 <47> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Rusland. Sovjet-Unie;STCV Aardrijkskunde, cartografie, demografie--Oude drukken;STCV Geschiedenis--Oost-Europa--Oude drukken",A Paris;[Paris],1826,,IE63557657|IE63559778
9920359740101488,"Voyage de La Trappe a Rome,",UDC 910.4 <45 ROMA> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Italië--ROMA,Bruxelles,1838,,IE63346707
9921218910101488,Souvenirs d'un voyage en Terre Sainte,"UDC 910.4 <33> ""18"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--19e eeuw. Periode 1800-1899",Paris,1867,,IE63485337
9921604800101488,"Stanley's reizen, ontdekkingen en lotgevallen in Midden-Afrika. Zes jaren aan den Congo en de vestiging van den Congo vrijstaat",UDC 910.4 <67> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Equatoriaal en Centraal Afrikaanse Staten. Centraal-Afrika. Midden-Afrika;KUL #SJ/LH/(6),Brussel,1891,eng,IE63563117|IE63564623
9922208480101488,La vie et les voyages de D. Livingstone,"UDC 929 LIVINGSTONE, DAVID Biografie. Genealogie. Heraldiek--LIVINGSTONE, DAVID;UDC 910.4 <67> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Equatoriaal en Centraal Afrikaanse Staten. Centraal-Afrika. Midden-Afrika;KUL #SJ/LH/(6)",Rouen,1881,,IE63508610
9923356220101488,Itinéraire de Paris à Jérusalem.,UDC 82-992 Reisbeschrijvingen;UDC 910.4 <33 JERUSALEM> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--JERUSALEM,Tours,1871,,IE63407137
9923632780101488,How I found Livingstone,UDC 967 Geschiedenis van Centraal en Equatoriaal Afrika;UDC 910.4 <67> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Equatoriaal en Centraal Afrikaanse Staten. Centraal-Afrika. Midden-Afrika;KUL #SJ/LH/(6),London,1895,,IE63509437|IE63512030
9924375020101488,Voyages en Abyssinie et en Nubie.,KUL #SJ/LH/(6);UDC 910.4 <63> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Ethiopië,Tours,1840,,IE63346126
9926965730101488,Guide-indicateur des sanctuaires et lieux historiques de la Terre-sainte.,UDC 910.4 <33> Reisverhalen: Palestina; Heilig Land,Jérusalem,1887,,IE63414572|IE63538957
9932490320101488,A travers le continent mystérieux,UDC 910.4 <67> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Equatoriaal en Centraal Afrikaanse Staten. Centraal-Afrika. Midden-Afrika;UDC 967.5 Geschiedenis van Zaïre (Kongo);UDC 967 Geschiedenis van Centraal en Equatoriaal Afrika,Paris,1879,,IE63351088|IE63353834
9990386750101488,"Voyage en divers etats d'Europe et d'Asie, entrepris pour decouvrir un nouveau chemin à la Chine",KUL #GBIB: jesuitica;UDC 910.4 <5> Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Azië;UDC 910.4 Ontdekkingsreizen. Reizen. Expedities. Reisverhalen,A Paris,1693,,IE63500578
9992297408901488,"Le bouquet sacré, ou le voyage de la Terre Sainte.",UDC 910.4 <33> Reisverhalen: Palestina; Heilig Land,A Rouen,1692,,IE63491177
9992327641801488,"Den godtvruchtighen pelgrim ofte Ierusalemsche reyse, in dry boecken bedeylt ...","UDC 910.4 <33> ""16"" Ontdekkingsreizen. Reizen. Expedities. Reisverhalen--<plaats>--Oud-Palestina. Judea--17e eeuw. Periode 1600-1699",Tot Brussel,1653,,IE63493957
